name,blurb,location,url,tags,status
Luna London â€“ Full Moon Gatherings & Workshops,"At every full moon, Luna London lights a soft fire â€” sometimes with crystals, sometimes cacao, always with care. These women-led circles call in clarity, release, and rooted presence. The magic here is intimate, less thunder than tide â€” a rhythm you can live by.",Hackney,https://www.lunalondon.co.uk/workshops,,Active
Made in Hackney â€“ Preserving & Pickling Workshops,"At Made in Hackney, preservation becomes praxis. In these pickling and fermenting classes, cucumber becomes protest, jam becomes joy, and vinegar sharpens more than just flavour. Itâ€™s slow food for fast times â€” radical, rooted, and deliciously real. Come with an apron; leave with a pantry revolution.",Hackney (E8),https://www.madeinhackney.org/whats-on,,Active
Mash Paddle Brewery â€” Brew Your Own Beer,"Down on the Bermondsey Beer Mile, a railway arch hums with malted intention. Mash Paddle hands you the grains, the paddle, the process â€” and says: go. You'll choose the style, stir the mash, watch the wort boil and bubble. It's earthy, heady, and satisfyingly real. Weeks later, you'll crack open your own cans â€” 24 of them â€” each one fizzing with your name, your labour, your laugh.",Bermondsey,https://mashpaddlebrewery.com,,Active
Matchstick Piehouse,"Resurrected by artists as a worker-run co-op, this railway arch pulses with radical theatre, cabaret, and community-powered joy.",Deptford,https://matchsticktheatre.com,,Active
Miller’s Way Project – Pay It Forward Sound Therapy,"In a converted garage on a quiet West London street, healing hums in bowls and breath. This pay-it-forward project offers somatic journeys and soundbaths — held not as products, but as gifts. It’s a sanctuary for those whose nervous systems are still learning how to feel safe.",Shepherd’s Bush,https://www.millerswayproject.com/,,Active
Music Tree Circles – Circle Singing,"Voices weave like vines in the Music Tree Circles. No sheet music, no judgment — only call and echo, layer and loop. Led by a skilled improviser, the circle grows a living song, made of all who enter it. Harmony here is not perfection — it’s communion.","Barnsbury, Islington",https://musictreeuk.com/circlemusic/,,Active
Mysteries of the Tarot with Richard Abbot,"Richard Abbot teaches tarot not as fortune-telling but as soul-language. In person or online, he maps the major arcana as a journey of becoming â€” each card a mirror, each spread a slow unfolding. These arenâ€™t classes. Theyâ€™re pilgrimages, layered with depth and nuance.",Camden,https://www.thehamblintrust.org.uk/richard-abbot,,Active
Neon Naked Life Drawing,"Under blacklight, bodies become living canvases. At Neon Naked, models glow in UV paint while participants sketch with luminous pastels. It's playful, trippy, and gently anarchic â€” a space where traditional art rules melt, and creativity dances radiant across the page.",Peckham,https://www.eventbrite.co.uk/o/neon-naked-life-drawing-12148068361,,Active
New River Studios,,Manor House,https://newriverstudios.com,,Active
Night Street Art Photography Workshop â€“ Shoreditch Street Art Tours,"In Shoreditch after dark, murals take on a second life â€” one of haloes and headlights, shadows and neon. Led by a photographer with a streetwise eye, this workshop invites you to dance with your camera among the graffiti. Light trails sketch magic; the city grins back in colour.",Shoreditch,https://www.shoreditchstreetarttours.co.uk/night-photography-tours/,,Active
Old Bexley Soap & Candle Co. â€“ Candle & Soap Courses,"Down a quiet court near the Strand, flames flicker and scents rise in a workshop scented with rosemary and rose. At Old Bexley, the craft of clean and candle is taught by hand â€” wax poured slow, soap stirred with care. The result? Bars and tapers infused with warmth and wonder.",The Strand,https://www.oldbexleysoap.co.uk,,Active
Orange Tree Theatre,,Richmond,https://orangetreetheatre.co.uk/,,Active
Oslo Hackney,"A 375-capacity venue in a redeveloped railway station with Nordic aesthetic, hosting indie bands and club nights with an excellent sound system.",Hackney,https://oslohackney.com,,Active
Otter Chaos,"Beneath Brixton station, Otter Chaos glows warm and colourful, lined with 500 games and humming with laughter. Sourdough pizzas emerge from the oven as Catan settlements rise and D&D campaigns unfold in hushed corners. The atmosphere buzzes without pressing — a hideaway for first-timers and veterans alike, where craft cocktails and cooperative play make every evening feel like an accidental festival.",Brixton,https://www.designmynight.com/london/event-space/brixton/otter-chaos,,Active
Park Theatre,"A neighbourhood theatre with global ambition, delivering world-class theatre through accessible stories and community-focused programming.",Finsbury Park,https://parktheatre.co.uk/,,Active
Phantom Peak,"Phantom Peak is a town that breathes. A steampunk dreamscape by the water, where app-led trails wind through carnival games, live actors, and mysteries that shift with the seasons. You are the protagonist here, solving puzzles at your own pace, sipping cocktails by a waterfall, meeting eccentric strangers who might be allies or tricksters. It's a real-life video game — collaborative, immersive, and utterly unlike anything else in London.",Canada Water,https://www.phantompeak.com/,,Active
Phoenix Cinema,"One of the UK's oldest continuously operating picturehouses, a Grade II listed 1912 building with barrel-vaulted ceilings and Art Deco panels.",Finchley,https://www.phoenixcinema.co.uk,,Active
Phonox,,Brixton,https://phonox.co.uk,,Active
Pizza Express Jazz Club,"One of London's most iconic jazz venues since 1976, a basement where tables cluster around a small stage hosting world-renowned artists.",Soho,https://pizzaexpresslive.com/venues/soho-jazz-club,,Active
Pleasance Theatre,"A leading arts charity championing innovation and emerging voices, hosting hundreds of productions while providing artist development and mentorship.",Islington,https://www.pleasance.co.uk,,Active
Poetry CafÃ©,,Covent Garden,https://poetrysociety.org.uk/venue/the-poetry-cafe/,,Active
Pole Mission Dance Studio,"Tucked above Dean Street, Pole Mission pulses with rhythm and rebellion. Exotic spins, aerial swoops, laughter echoing from mirrored walls. Here, strength meets seduction â€” unapologetic and alive. Whatever your story, thereâ€™s room on the pole for it, wrapped in community, expression, and the shimmer of self-trust.",Soho,https://www.polemission.london,,Active
Poplar Union,"A grassroots community arts centre making creativity accessible to everyone, focusing on health, wellbeing, and social connection.",Poplar,https://poplarunion.com,,Active
Print Club London,"Beneath the corrugated canopy of Hackneyâ€™s creative veins, Print Club London thrums with layered colour and communal ink. Here, CMYK dreams emerge from halftone haze, and beginners learn to pull their very first print â€” a delicate chaos of light, shadow and screen. Life-drawing mingles with emulsion; art breathes.",Hackney,https://printclublondon.com,,Active
Questors Theatre,"One of the UK's leading amateur theatres, staging 15-20 professional-quality productions yearly across two performance spaces.",Ealing,https://questors.org.uk,,Active
Rich Mix,"East London's home for culture and creativity, a charity presenting eclectic programming and reinvesting profits into community work.",Shoreditch,https://richmix.org.uk,,Active
Rick Nodine Contact Improvisation Classes & Jam,"In this open-floor playground, bodies lean, spiral, and fall into shared rhythm. Rick Nodineâ€™s classes explore trust through touch â€” how to give weight, take space, respond. Thereâ€™s no choreography, only curiosity. Itâ€™s not about how you move, but how you listen with skin, muscle, breath.",Tufnell Park,https://www.ricknodine.com/london-classes,,Active
Rio Cinema,"Dalston's crown jewel, an art-deco picture palace with activist roots hosting premieres, Q&As, and radical programming since the Rock Against Racism days.",Dalston,https://riocinema.org.uk,,Active
Rogues Quarter,"In Kentish Town's quieter streets, Rogues Quarter brews Ethiopian coffee and summons wargaming legends. Six-by-four tables sprawl with modular terrain, Magic the Gathering prereleases draw the devoted, and Kickstarter exclusives line the shelves like secrets. The vibe is coffeehouse meets battlefield: sustainable, laid-back, and open to all who seek the slow satisfaction of strategy.",Kentish Town,https://www.roguesquarter.com/,,Active
Rose Theatre,,Kingston,https://www.rosetheatre.org/,,Active
Roundhouse,"An iconic iron-roofed performing arts venue with industrial heritage, empowering young creatives through cutting-edge programming.",Camden,https://www.roundhouse.org.uk/,,Active
Royal Docks Swim Series (RDSS) Evening Swim,"At dusk, the docks shimmer with invitation. Swimmers slip into open water as the city retreats behind them â€” kayaks watchful, cap snug, heart racing. The Royal Docks Swim Series is more than a race: itâ€™s a ritual of courage in a place where history met tide, and now welcomes breath.","Love Open Water London Royal Docks, Dock Road, E16 1AH",https://www.royaldocks.london/whats-on/royal-docks-swim-series-rdss-2025,,Active
Rule Zero,"A multi-storey spellbook of games and geekery — Rule Zero draws campaigns from its woodgrain tables like legends from lore, and welcomes all who seek the thrill of shared invention.",Stratford,https://www.rulezero.co.uk/,,Active
Sacred Geometry & Alchemy with Golden Light,"Inside the Light Centre, forms and frequencies take on sacred shape. These workshops sketch the divine in golden ratios and unfold the ancient tongue of alchemy. More than visual â€” itâ€™s a felt sense, a soul-geometry that lingers in the body long after the compass closes.","The Light Centre, Moorgate, London EC2Y 5EB",https://www.goldenlight.love/events,,Active
Sadler's Wells,,Islington,https://www.sadlerswells.com/,,Active
Sanctuary Singing Circle,"Held in the hush of a city church or soft-lit studio, this circle invites you into resonance. Simple songs, deep breath, shared stillness — all shaped for nervous system restoration. The space is queer-honouring, neurodivergent-friendly, and gently radical in its insistence that your voice belongs.","King’s Cross, London",https://www.eventbrite.co.uk/e/sanctuary-singing-circle-kings-cross-every-saturday-tickets-1777492611249,,Active
Sandrine Bettinelli â€“ 'Embrace the Journey' Tantra Workshop,"Held in the hush of Anatomie Studio, this full-day initiation invites you into the softest layers of self. Breath, gaze, and touch become prayers â€” not of seduction, but of presence. Sandrine holds a field of radical acceptance, where tenderness leads and every boundary becomes sacred.",Peckham,https://www.sandrinebettinelli.com/london-tantra-workshops,,Active
Scala,"A four-floor entertainment venue hosting pounding club nights and gritty live gigs, where big names and rebellious energy collide.",King's Cross,https://scala.co.uk/,,Active
Sebright Arms,"A dishevelled Hackney boozer with a faithful crowd and basement gigs almost every night, where gritty east end energy pulses.",Hackney,https://sebrightarms.com,,Active
She's Lost Control â€“ Ritual & Spiritual Workshops,"Incense curls through the high-ceilinged space in Hackney, where crystals hum and the new moon is honoured in soft ceremony. Sheâ€™s Lost Control blends ancient ritual with modern energy â€” a haven for seekers, soul-sifters, and those who speak with the unseen.","42 Valentine Road, London E9 7AD",https://sheslostcontrol.co.uk/pages/events,,Active
Shoreditch Town Hall,"A Grade II listed cultural hub presenting progressive theatre, music, dance, and circus while supporting artists through residencies.",Shoreditch,https://shoreditchtownhall.com,,Active
Siobhan Davies Studios,,Bermondsey,https://www.siobhandavies.com,,Active
Sir Colin Campbell,An LGBTQI+-friendly modern Irish pub offering traditional live Irish music every weekend and warm Irish hospitality to all.,Kilburn,https://sircc.pub,,Active
Social Pottery â€“ Hand-Build & Decorate Ceramics Workshop,"Weekends in Camden bloom with glaze and laughter at Social Pottery. Mugs and bowls are coaxed into being with joyful fingers, then adorned in colour and story. Here, perfection is beside the point â€” this is about texture, expression, and the giddy pleasure of shaping earth into joy.",Camden,https://socialpottery.com,,Active
Soho Theatre,"London's most vibrant producer of new theatre, comedy, and cabaret, championing voices outside the mainstream.",Soho,https://sohotheatre.com,,Active
Sole2Soul – Open Floor Movement & Embodied Voice,"Here, the floor receives you and the voice returns. These workshops blend improvised movement with the subtle music of your own sound. No choreography, no scripts — only what your body offers, and what it asks. You’ll dance, hum, cry, breathe. It is liberation, gently held.",Various London venues (Creating Connexions),https://bookwhen.com/sole2soulvoiceandmovement,,Active
Sonsoles Print Studio,"In the heart of Peckhamâ€™s artistic sprawl, Sonsoles Print Studio pulses with pigment and play. The ink sings in layers, a chorus of colour pulled across silkscreen mesh. Here, screens are exposed, water-based inks are swirled like spells, and each print becomes a bright, noisy bloom. Itâ€™s all hands, all heart.",Peckham,https://sonsolesprintstudio.co.uk,,Active
South London Gallery,,Peckham,https://www.southlondongallery.org,,Active
Southwark Park Galleries (Lake Gallery & Dilston Gallery),"Two galleries bloom inside a London park: one beside the lake, the other inside a deconsecrated church. Southwark Park Galleries hold space for all — the seasoned painter, the first-time sculptor, the curious wanderer with a dog on a lead. Each show feels like a ritual of presence, a moment of quiet democracy framed in brushstroke and stone.",Bermondsey (Southwark),southwarkparkgalleries.org,,Active
Spiritland,,King's Cross,https://spiritland.com/,,Active
St Martin-in-the-Fields,"An active church on Trafalgar Square offering candlelit concerts, lunchtime recitals, and music in the crypt.",Trafalgar Square,https://www.stmartin-in-the-fields.org,,Active
Standpoint Gallery,"Behind a modest Hoxton doorway, Standpoint hums with the urgency of new work. The walls here do not sell — they speak. Raw, defiant, and alive with intent, this artist-run sanctuary invites you into its process: the paint still drying, the idea mid-bloom. Come not to consume, but to witness. The air carries critique and care in equal measure.",Hoxton (Hackney),https://standpointlondon.co.uk,,Active
Stanley Arts,,South Norwood,https://stanleyarts.org/,,Active
Stress Project – Therapeutic Gardening,"n a hidden North London garden, hands sink into soil. The Stress Project offers not advice, but calendula and compost, mint and mulch. This is healing through tending — of land, of self, of quiet community. Growth here is measured in roots, not results.","Holloway, Islington",https://www.stressproject.org.uk/therapeutic-gardening.html,,Active
Studio KÃ¼hÃ¼,"In a hush of East London, Studio KÃ¼hÃ¼ gathers petals and silence to teach the delicate art of botanical print. Dyes made of ice and flower, silk steeped in pigment dreams â€” here, the palette is alive. Each cloth becomes a pressed poem, each workshop a breath of blooming stillness.",East London,https://studiokuhu.com,,Active
Studio Pottery London â€“ Hand-Building Pottery Course,"In the still evenings of Victoria, Studio Pottery London offers clay not just as material but as meditation. Fingers pinch, coil, and smooth earth into form, guided by RCA-trained hands. Each session is an invitation to shape stillness â€” and leave with a vessel born of your own breath.",Victoria,https://www.studio-pottery-london.com,,Active
Tabard Pub & Theatre,"London Pub Theatre of the Year 2025, a cosy theatre above a historic pub presenting intimate comedy and new work.",Chiswick,https://tabard.org.uk,,Active
Tara Theatre,,Earlsfield,https://taratheatre.com,,Active
Tea & Tasseomancy â€“ Divination by the Cup,"A swirl in the bottom of a china cup, a shadow of future or feeling. Tea & Tasseomancy hosts cosy gatherings where stories rise in steam and leaves speak in riddles. Folk divination at its most intimate â€” half reading, half reverie.",Rotating venues (often East London cafes),https://www.instagram.com/teaandtasseomancy/,,Active
The Albany,"South East London's beating cultural heart, platforming local artists and driving creative participation rooted in social justice and community care.",Deptford,https://www.thealbany.org.uk,,Active
The Arcanist's Tavern,"Behind a candlelit doorway in Shoreditch, the threshold shimmers. Step through and you've crossed into a realm of potions, quests, and dice-carved fate. The Arcanist's Tavern weaves fantasy into every corner: The Apothecary shelves groan with indie games and craft brews, The Guild Hall's wargaming tables bloom with painted terrain, and The Archives offer sound-dampened sanctuaries for deep roleplay. This is D&D made flesh, where every roll matters and every stranger might be your party.",Shoreditch,https://arcaniststavern.uk/,,Active
The Betsey Trotwood,,Clerkenwell,https://www.thebetsey.com/,,Active
The Bhavan,"The UK's premier Indian arts centre, celebrating over 50 years of cultural legacy through classical dance, sitar concerts, and sacred philosophy.",West Kensington,https://www.bhavan.net/,,Active
The Bill Murray (Angel Comedy),"This crooked-limbed pub wears its chaos with pride. At The Bill Murray, you’re never far from a mic, a pint, or a moment of sheer ridiculous brilliance. Upstairs, the walls remember every laugh. Downstairs, comedians test raw material with nerve and delight. It’s comedy by the people, for the people — anarchic, intimate, and oddly moving.",Islington (Barnsbury),angelcomedy.co.uk/bill‑murray,,Active
The Camden Club,"In the hush before the first chord, Camden Club waits — polished, low-lit, and warm with promise. Here, guitarists trade licks like old stories, and the mic is always open to the brave. Blues, jazz, and rock wind through the air like cigarette smoke from another era. Pull up a cocktail, settle into the sound, and let the night unfold.",Chalk Farm (Camden),thecamdenclub.co.uk/whats‑on/open‑music‑jam,,Active
The College of Psychic Studies â€“ Esoteric Courses,"Established in 1884, this Victorian townhouse carries a hush of otherworldliness. The Collegeâ€™s courses unfold through tarot, astrology, mediumship â€” paths both gentle and uncanny. For those who feel the veil thin and wish to step through with reverence, this is a doorway long-held open.",Kensington,https://www.collegeofpsychicstudies.co.uk/,,Active
The Fermentarium (Festive Lactic Fermentation Workshop),"In the warm belly of Walthamstow, beneath winterâ€™s hush, the Hornbeam CafÃ© hosts a ritual of bubbling jars and spiced roots. Anna, keeper of brines, invites curious hands to conjure chutney and mulled ferments by candlelight. It is both kitchen and altar â€” the clink of spoons, the scent of cloves, the promise of transformation sealed in glass. A seasonal spell for the curious of palate and heart.",Walthamstow,https://www.thefermentarium.org.uk/event/lactic-fermentation-festive-special,,Active
The Fermentarium (Kimchi Masterclass),"At the Fermentariumâ€™s hearth, the spirit of Seoul simmers. Cabbage weeps, garlic sings, and gochugaru flares red as winter embers. This kimchi masterclass is fermentation as firelight â€” not factory, but family. Fingers mix memory, spice marks skin, and every jar is a pact between land and longing.",Walthamstow,https://www.thefermentarium.org.uk/event/kimchi-masterclass,,Active
The Garden Cinema,"An independent cinema opened in 2022 with art-deco features, emphasizing art-house foreign-language films that deserve to be seen.",Covent Garden,https://www.thegardencinema.co.uk,,Active
The Ginger Pig â€” Sausage Making Class,"Borough Market glows golden as dusk falls, and within it, The Ginger Pig sharpens its knives. In this carnivore's chapel, Josie teaches the art of sausage-making: pork, herbs, stuffing, and tying â€” all by hand. There's apricot and thyme, laughter and lard, and a feast to close the night. You'll leave with kilos of your own making â€” and the memory of meat transformed by care.",Borough Market (SE1),https://thegingerpig.co.uk/events/sausage-making-class-saturday-22nd-november-2025/,,Active
The Harrison,"An intimate venue famous for all-day folk festivals since 2011, hosting emerging and established artists alongside free Brazilian and Irish sessions.",King's Cross,https://harrisonvenuelondon.com,,Active
The Ivy House,"London's first community-owned pub, a Grade II-listed treasure offering everything from punk to poetry and Sunday jazz.",Nunhead,https://www.ivyhousenunhead.com,,Active
The Jazz CafÃ©,A 450-capacity Camden institution hosting a broad spectrum from jazz and soul to reggae and hip-hop since 1990.,Camden,https://thejazzcafelondon.com/,,Active
The Last Tuesday Society â€” Scrying Workshop with Lucya Starza,"Behind the crimson curtains of Viktor Wynd's Museum, mirrors darken and bowls shimmer. In this esoteric enclave, Lucya Starza leads a workshop on scrying â€” that ancient art of seeing by shadow. Smoke curls. Water stills. What emerges is not forecast but reflection, pulled from silver surface and ancestral dream. It is witchcraft as wonder: eccentric, reverent, and edged with the otherworld.",Hackney,https://thelasttuesdaysociety.org/exhibition/scrying-workshop-with-lucya-starza-live-3/,,Active
The Last Tuesday Society â€” Wicked Wednesdays: Tarot Readings with Tobias,"Step into the green glow of the Absinthe Parlour, where velvet shadows gather and Tobias shuffles the deck with a devil's grin. These Wednesday readings are less fortune-telling, more flirtation with the fates â€” intimate, peculiar, laced with the Society's signature mischief. Tarot here is both performance and portal. Drink in hand, you may just leave with more questions than answers. Perfect.",Hackney,https://thelasttuesdaysociety.org/exhibition/wicked-wednesdays-tarot-reading-with-tobias-devils-botany-live-3/,,Active
The Lexi Cinema,"London's only social-enterprise cinema, a volunteer-run boutique picturehouse championing films with social purpose and supporting international projects.",Kensal Rise,https://thelexicinema.co.uk,,Active
The Lexington,"The Lexington hums like an old guitar amp warming to life — half bar, half shrine to sound. Upstairs, the wide stage draws in alt-rock apostles and pop-quiz pilgrims alike, bathed in amber light and bourbon spirit. There’s no bad seat here — only a nearness, a nearness to something raw and real. Late nights linger like feedback, and the walls remember your name.",King's Cross,https://thelexington.co.uk,,Active
The London Leather Workshop,"Among the brickwork bones of Woolwich Dockyard, tradition is sewn into supple leather. The London Leather Workshop teaches with Italian precision and artisan soul â€” a place where hides become heirlooms and stitches follow ancient paths. Each cut speaks of care, each thread a tether to time.",Woolwich,https://www.thelondonleatherworkshop.com,,Active
The London Loom,"Thread your way into the bright heart of Hackney, where The London Loom invites you to weave without rules. Floor looms beckon like giant toys, yarns spill across tables, and your fingers are free to dance. Here, pattern is a memory, not a master. Come play, come make, come tangle and delight.",Hackney,https://thelondonloom.com,,Active
The Ludoquist,"Croydon’s warmest hoard of dice and dreams — where campaign nights drift past closing time, and the shelves hold a thousand stories waiting to be played.",Croydon,https://www.theludoquist.com/,,Active
The Others,"Step through a nondescript door and up into a candlelit dream. The Others is a shifting hearth for souls who speak in rhythm and rhyme. Guitars pass hand to hand, verses catch fire, and the room blooms with spontaneous magic. It’s part bohemian attic, part alchemist’s den — the sort of place where anything might happen, and often does.",Stoke Newington (Hackney),theothers.uk.com,,Active
The Phoenix Arts Club,"London's legendary venue for cabaret and variety, presenting nightly drag, musical theatre, and burlesque shows to 100,000 cabaret lovers yearly.",Soho,https://phoenixartsclub.com,,Active
The Place,"A creative powerhouse for dance, home to London Contemporary Dance School and one of Europe's most innovative spaces for boundary-pushing work.",King's Cross,https://theplace.org.uk,,Active
The Poetry Café,"Step off the cobbles and into the hush. The Poetry Café is a sanctuary for words that linger. Teacups clink beside trembling pages as voices rise — tender, furious, curious — into the low-lit air. Here, the stage is small but the heart is vast. You may come to listen. You may leave having spoken.",Covent Garden (Camden),https://poetrysociety.org.uk/venue/poetry-cafe,,Active
The Slaughtered Lamb,An acoustic haven in a Clerkenwell basement where audiences and performers mingle closely beneath low ceilings and a small corner stage.,Clerkenwell,https://www.urbanpubsandbars.com/venues/slaughtered-lamb,,Active
The Social,"A beloved bar designed by David Adjaye, somewhere between modern speakeasy and home-from-home local, hosting intimate gigs and frenetic DJ sets.",Fitzrovia,https://thesocial.com,,Active
The Sound Lounge,"A carbon-neutral haven for roots music, where vinyl spins and voices rise gently over plant-based plates and communal warmth.",Sutton,https://thesoundlounge.org.uk,,Active
The Space,"A converted 19th-century church offering atmospheric performances and workshops, where stone walls hold echoes of both prayer and art.",Isle of Dogs,http://www.space.org.uk,,Active
The Tabernacle,"A Grade II-listed former church turned arts centre, still resonating with Caribbean Carnival roots and cross-cultural programming.",Notting Hill,https://www.thetabernaclew11.com/,,Active
The Viaduct,"A historic coaching inn from 1737, famous for its upstairs Bearcat Comedy Night and warm, family-friendly atmosphere.",Hanwell,https://www.viaduct-hanwell.co.uk,,Active
Theatre Peckham,"A multi-award-winning venue championing artistic excellence and social change, amplifying young voices and platforming community experiences.",Peckham,https://www.theatrepeckham.co.uk,,Active
Therapeutic Yoga Community Group – Jane O’Rourke,"In candlelight or soft morning sun, this yoga practice becomes a form of prayer. Trauma-informed, body-honouring, breath-led — Jane’s sessions are less about poses and more about presence. Expect nervous system kindness, deep exhale, and the possibility of coming home to yourself.","Down to Earth Yoga, N19",https://janeorourke.com/what-i-do/theraputic-yoga/therapeutic-yoga-community-group/,,Active
Top CuvÃ©e / Shop CuvÃ©e â€“ Natural Wine Masterclass,"Shoreditchâ€™s wine den wears no airs â€” just candlelight, laughter, and glasses that breathe. In this tenderly unruly masterclass, five natural wines unfold like characters in a play, each with its wild edge and wounded grace. A host murmurs tales of soil and maker, grape and gut. Come curious, leave changed. This is not drinking â€” itâ€™s listening, glass to lips.",Shoreditch (E1),https://www.shopcuvee.com/pages/natural-wine-masterclass,,Active
Tramshed,"A community arts hub using performing arts to serve young people and adults with learning differences, fostering social cohesion through creativity.",Woolwich,https://tramshed.org,,Active
Treadwellâ€™s Bookshop â€“ Witchcraft Classes,"Behind the dusky glass and whispered shelves, Treadwellâ€™s gathers the curious and the initiated alike. Its witchcraft classes thread ritual with history, herbs with symbols. This is no marketplace of tricks â€” but a library of power, quietly lit, where magic is studied, respected, and made real.",Fitzrovia,https://www.treadwells-london.com/,,Active
TT London â€“ Whisky Tasting Experience,"In a North London studio, alchemy is sipped, not spilled. Seven whiskies â€” smoky, honeyed, brash and shy â€” are poured like myth into glass, each one a map of time and terrain. A cocktail to begin, and then a slow descent into the oak-aged depths. This is no frat boy fire â€” itâ€™s reverence in amber. For those who taste memory on the tongue.",Studios in North London,https://tt-london.co.uk/tastings/whisky-tasting-london/,,Active
Turner & George â€” Beef Butchery Class,"When the butcher's lights dim, four aprons await. At Turner & George, this after-hours session slices straight into the primal â€” a whole fore-rib of beef, broken down by your hands and the master's blade. Each cut is explained with reverence. Then comes the feast: a steak dinner with wine, and parcels of meat to carry home like trophies. A carnivore's catechism, quietly taught in bone and flame.",Clerkenwell,https://www.turnerandgeorge.co.uk/beef-class,,Active
Umbrella Workshop â€“ Irish Whiskey Tasting,"Hidden behind Shoreditchâ€™s bustle, the Umbrella Workshop whispers warmth. Here, twelve souls gather in the hush of cut glass and cured meats, their lips kissed by PoitÃ­n and Irish malts. There is nothing rushed â€” only stories steeped in smoke, small pours poured with purpose, and a lingering that becomes its own devotion. The night folds in like a cloak. Let it.",Shoreditch,https://theumbrellaproject.co.uk/tastings/,,Active
Union Chapel,A working church and not-for-profit performance space where gothic architecture and exceptional acoustics frame diverse programming.,Islington,https://unionchapel.org.uk/,,Active
Viktor Wynd Museum,,Hackney,https://thelasttuesdaysociety.org/,,Active
Village Underground,"A renovated Victorian warehouse topped with hollowed-out Jubilee line carriages, offering a blank canvas for independent arts and music.",Shoreditch,https://www.villageunderground.co.uk,,Active
Vortex Jazz Club,"The Vortex doesn’t just host jazz — it breathes it. Inside this Dalston corner, melody and memory blur as horns wail and cymbals shiver. It’s a space where strangers nod in time and improvisation leads the way. Sunday jams spill warmth like whisky, and every evening feels like a secret kept in plain sight.",Dalston (Hackney),vortexjazz.co.uk,,Active
We Make Books,"Tucked into the quiet curve of Belfast Road, We Make Books offers a sanctuary for the book-obsessed and curious of hand. Here, youâ€™ll stitch Belgian secrets, press Tetrapak prints, and conjure zines with quiet care. The ink smells of story; the folded paper holds memory. Itâ€™s a space for slow making â€” deliberate, tactile, a hymn to the enduring spell of craft.",Stoke Newington,https://wemakebooks.co.uk,,Active
Wheel of Consent Weekend Workshop,"Beneath every touch is a question: Is this for you, or for me? In this quiet, potent weekend, participants learn to name their desires, honour their boundaries, and listen with their whole being. The Wheel of Consent isnâ€™t just a framework â€” itâ€™s a doorway to deeper, kinder knowing.",Private studio in London (exact location shared with participants upon booking),https://dandelion.events/e/n283o,,Active
Wild Food UK â€“ Foraging Courses,"Among Hampsteadâ€™s tangled roots and hedgerows, a different kind of wisdom grows. Led by Wild Food UK, these foraging walks trace edible stories across bark and bramble â€” mushrooms like hidden prayers, greens with ancient names. Youâ€™ll never look at nettles the same again. This is London as larder, wild and whispering.",Hampstead,https://www.wildfooduk.com/foraging-trips/london/,,Active
Wilton's Music Hall,"The oldest surviving Grand Music Hall in the world, a Grade II* listed building staging extraordinary theatre and music in candlelit atmosphere.",Whitechapel,https://wiltons.org.uk,,Active
Witchy Women â€“ Candle Magic & Spellwork Classes,"Under twinkling lights and the watch of many mirrors, Witchy Women gathers in circles of wax and wonder. These arenâ€™t dusty grimoires, but bright, embodied rites: candle spells, intention rituals, laughter-laced magic. Itâ€™s a coven, yes â€” but also a celebration.",Hackney Wick,https://witchywomen.uk,,Active
Wonders of the Dark Sky â€“ Woodoaks Farm Stargazing,"At Woodoaks Farm, the stars return. Far from Londonâ€™s glare, telescopes are trained on Saturnâ€™s rings and galaxy light. Itâ€™s a one-night reverence for the cosmos â€” where skywatchers gather by lantern and thermos, and the night stretches vast, ancient, and alight with possibility.","Woodoaks Farm, Maple Cross, Hertfordshire (north-west Greater London)",https://www.colnevalleypark.org.uk/event/wonders-of-the-dark-sky-2025/,,Active
Woolwich Works,"Time Out's 'best new culture spot,' a multi-disciplinary hub on the Royal Arsenal championing contemporary music, theatre, and dance.",Woolwich,https://www.woolwich.works,,Active
FOLD,"A 600-capacity warehouse with a 6am licence and Funktion-One sound system, where the night stretches until dawn and techno pilgrims gather for marathon sets.",Canning Town,https://fold.london,,Active
Corsica Studios,"Twin railway arches beneath Elephant & Castle, a non-profit sanctuary where underground electronic music echoes off brick walls until the early hours.",Elephant & Castle,https://corsica-studios.com,,Active
Venue MOT Unit 18,"A grungy warehouse space in Barking where east London's underground gathers, sweat drips from industrial ceilings, and the music pounds until daybreak.",Barking,https://linktr.ee/venMOT,,Active
Servant Jazz Quarters,"A basement jazz club where smoke curls through low ceilings, intimate tables cluster around a tiny stage, and the music breathes past midnight.",Dalston,https://www.servantjazzquarters.com,,Active
The Old Blue Last,"A legendary Shoreditch pub where Vice Magazine once held court, now hosting gritty indie gigs and late-night DJ sets in sweat-soaked intimacy.",Shoreditch,https://theoldbluelast.com,,Active
The Victoria (JaguarShoes),"A Dalston institution where the backroom transforms into a sweaty dance cave, and eclectic DJ sets stretch from dusk until the trains start running.",Dalston,https://www.jaguarshoes.com,,Active
The George Tavern,"A Grade II-listed East End institution where Victorian ghosts mingle with live music until late, the spirit of old London pulsing through wooden beams and worn floors.",Stepney,https://www.thegeorgetavern.co.uk,,Active
TOLA Peckham,"An artist-led bar beneath railway arches where vinyl spins, natural wine flows, and the night unfolds in candlelit warmth until the small hours.",Peckham,https://www.tolapeckham.com,,Active
Grow Hackney,"A canal-side haven where sustainability meets nightlife, solar-powered sound systems hum until dawn, and dancers gather beneath the stars.",Hackney Wick,https://growhackney.com,,Active
